What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,,,,,,,What types of purchases are you involved in?,,,,,,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",,,,,,,,What type of project are you developing?,Which languages are you proficient in?,,,,,,,,,,,,,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),,,,,,,,,,,,,,,,,"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
United States of America,Arizona,40-50,11,Other,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,Windows 7,I'm not happy in my job,Student / Unemployed,,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,SaaS,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,Linux,I enjoy going to work,"<$20,000",,Android,,Other Smart Phone,Regular Mobile Phone,,,Blu-Ray,HDTV,,,Other netbook,,Xbox,,,,$251-$500,Stack Overflow
Canada,,40-50,41435,Web Services,Mature Small Business (25-100),Server Programmer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,,,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$60,000 - $80,000",iPhone,,,Other Smart Phone,,,,,,,iPad,Other netbook,,,,,,"$501-$1,000",Stack Overflow
Australia,,25-29,<2,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Washington,30-34,11,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,,,,,,actionscript,Mac OS X,I enjoy going to work,,iPhone,Android,,,,Kindle,,Blu-Ray,,,,,PS3,,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,Texas,25-29,41310,Other,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,,,C++,C,Perl,,,Linux,It pays the bills,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,Massachusetts,51-60,11,Finance / Banking,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,Java,,,,,,SQL,,,C,,,,Linux,I'm not happy in my job,"$100,000 - $120,000",iPhone,Android,Blackberry,,,Kindle,,,HDTV,AppleTV,iPad,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Louisiana,30-34,41435,Education,Student,Student,It's been known to happen,Influencer,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,,,,,,,,,C++,,,,Mathematica,Mac OS X,I'm not happy in my job,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$2,001-$3,000",Stack Overflow
Germany,,25-29,41435,Software Products,Start Up (1-25),Embedded Application Developer,I run this place,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Mobile,,,,,,,,,,C,,,Objective-C,Mac OS X,I enjoy going to work,"$20,000 - $40,000",iPhone,,,,Regular Mobile Phone,,,,HDTV,,iPad,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,California,30-34,11,Foundation / Non-Profit,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,,,,,,"$41,000 - $75,000",,,,,Enterprise,Java,,,,Python,,,,C++,,,,,Mac OS X,I enjoy going to work,,,,Blackberry,,Regular Mobile Phone,,,Blu-Ray,,,,,,,Wii,,,"$501-$1,000",Stack Overflow
United States of America,Pennsylvania,20-24,41310,Software Products,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,"<$10,000",,,,,,,,Enterprise,,,,,Python,,SQL,,C++,,,,vb.net,Windows 7,It pays the bills,"$20,000 - $40,000",,,,,,,,,,,,,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,Illinois,25-29,41310,Software Products,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,Python,,,C#,C++,,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,Android,,,,,,Blu-Ray,HDTV,,,,,,Wii,,Tivo,">$3,000",Stack Overflow
United Kingdom,,20-24,41310,Software Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,25-29,11,Other,Student,Embedded Application Developer,Unless it's stoopid it gets done,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Mobile,Java,JavaScript,CSS,PHP,Python,,SQL,,,C,,,,Linux,I'm not happy in my job,Student / Unemployed,,Android,,Other Smart Phone,,,,Blu-Ray,HDTV,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
Africa,,25-29,41435,Other,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,,,,Other,,,,,,,,Don't know,Mobile,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,Android,,Other Smart Phone,,,,,,,,,PS3,,,,,"$501-$1,000",Stack Overflow
Other Europe,,25-29,41310,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,SaaS,,JavaScript,CSS,,,,SQL,,,,,,CFML,Linux,I enjoy going to work,"$20,000 - $40,000",,,,Other Smart Phone,,,,,,,,,,,,,"Laptop, PocketBook Reader",$251-$500,Stack Overflow
Netherlands,,20-24,<2,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,coldfusion,Windows XP,It pays the bills,"$20,000 - $40,000",,Android,,,,,,,,,,,PS3,,,,,$251-$500,Stack Overflow
France,,25-29,41435,Other,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,Consultants,,,,,,,,">$150,000",,Enterprise,,JavaScript,,,,,,C#,,,,,,Windows XP,I enjoy going to work,,,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Oklahoma,40-50,11,Other,Mid Sized (100-999),Server Programmer,It's been known to happen,Influencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,New Hampshire,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,,,,,SQL,C#,C++,C,,,,Windows XP,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,Blu-Ray,HDTV,,,,,Xbox,,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,35-39,11,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows XP,It pays the bills,"$40,000 - $60,000",,Android,,,,,,Blu-Ray,HDTV,,,Other netbook,PS3,Xbox,Wii,,,"$2,001-$3,000",Stack Overflow
United Kingdom,,25-29,41435,Software Products,Mid Sized (100-999),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,Windows Vista,I enjoy going to work,"$60,000 - $80,000",,,,,Regular Mobile Phone,,,,,,,,,,Wii,,,$251-$500,Stack Overflow
Middle East,,25-29,41435,Other,Mid Sized (100-999),Kernel / Driver Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,SQL,,C++,C,Perl,,,Linux,I enjoy going to work,"$80,000 - $100,000",,,,Other Smart Phone,,,,,,,,,PS3,,,Other gaming system,,$100-$250,Stack Overflow
Other Europe,,30-34,41435,Other,Mid Sized (100-999),Other,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,SQL,,,,,,R; VBA,Windows 7,It pays the bills,"$40,000 - $60,000",,,,Other Smart Phone,Regular Mobile Phone,,,,HDTV,,,,,Xbox,,,,"$2,001-$3,000",Super User
Other Europe,,25-29,41310,Finance / Banking,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,,,,,,,,Windows XP,It pays the bills,,,,,,Regular Mobile Phone,,,,,,,,,,,,,<$100,Stack Overflow
Other Europe,,30-34,11,Software Products,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,SQL,,,,,,Object Pascal,Windows 7,I enjoy going to work,,,,,,,,,,,,,,,,,,,,
Africa,,20-24,41435,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,Influencer,Recommender,Approver,Purchaser,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,,Enterprise,,,,,,,,C#,,,,,"VB.NET, VB6, VBA",Windows 7,It pays the bills,"<$20,000",,,,Other Smart Phone,Regular Mobile Phone,,,,,,,,,,,,,$251-$500,Stack Overflow
United Kingdom,,30-34,41435,Web Services,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,SaaS,,,,,,Ruby,SQL,C#,,,Perl,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,,,,,,,,,,Other netbook,,,Wii,,,"$501-$1,000",Stack Overflow
Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Europe,,35-39,41310,Finance / Banking,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,CSS,,,,,,,,,,,Windows XP,I enjoy going to work,"$80,000 - $100,000",iPhone,,,,,,,,,,,,,,,,,"$1,001-$2,000",Super User
United Kingdom,,20-24,41310,Education,Student,Student,It's been known to happen,,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Mobile,Java,,,PHP,Python,,,C#,C++,C,,,,Mac OS X,I enjoy going to work,Student / Unemployed,iPhone,,,,,,,,,,,,,,Wii,,,$251-$500,Other
Germany,,25-29,41310,Manufacturing,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,,Python,,,,,,Perl,,,Linux,I enjoy going to work,"$20,000 - $40,000",,,,,,Kindle,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,30-34,11,Consulting,"Fortune 1000 (1,000+)",Other,It's been known to happen,Influencer,Recommender,,,,,,,Servers,Software,,,,"<$10,000",,,,,,,,Enterprise,,,,,,,,C#,,C,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,Blu-Ray,HDTV,,,,PS3,,Wii,,,"$1,001-$2,000",Stack Overflow
Australia,,20-24,41435,Retail,"Fortune 1000 (1,000+)",Student,It's been known to happen,,,,,,No Involvement,I'm a Seller,,,,,,,,,,,,,,,Other,Java,,CSS,PHP,,,,,,,,,,Windows 7,It pays the bills,"$40,000 - $60,000",,,,Other Smart Phone,,,,,,,,Other netbook,,Xbox,Wii,,,">$3,000",Stack Overflow
Africa,,25-29,41310,Finance / Banking,Mid Sized (100-999),Desktop Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,,Other gaming system,,"$501-$1,000",Stack Overflow
Netherlands,,20-24,11,Web Services,Student,Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Linux,It pays the bills,Student / Unemployed,,Android,,,,,,,,,,,,,,,,<$100,Stack Overflow
Other Europe,,25-29,41310,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,California,25-29,41435,Web Services,Mid Sized (100-999),Student,It's been known to happen,,Recommender,,,,,,Hardware,,Software,,Consultants,,,,,,,,,Don't know,Web Platform,Java,,,PHP,Python,,SQL,,C++,C,Perl,,,Mac OS X,It pays the bills,"$100,000 - $120,000",iPhone,Android,,,,,,Blu-Ray,HDTV,,,,PS3,,,,,"$501-$1,000",Stack Overflow
United States of America,Michigan,30-34,11,Consulting,Start Up (1-25),Embedded Application Developer,I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,No Involvement,I'm a Seller,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,Mobile,,,,PHP,,,SQL,,C++,C,,,,Windows 7,It pays the bills,"$20,000 - $40,000",iPhone,,,,,,,Blu-Ray,,,iPad,Other netbook,,,Wii,,,"$1,001-$2,000",Meta Stack Overflow
United States of America,California,35-39,11,Software Products,Mature Small Business (25-100),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,Influencer,Recommender,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,,">$150,000",,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET,Mac OS X,So happy it hurts,">$140,000",iPhone,,,,,,,Blu-Ray,HDTV,,iPad,,,,Wii,,,">$3,000",Stack Overflow
United States of America,Washington,25-29,41435,Consulting,Start Up (1-25),Systems Analyst,Unless it's stoopid it gets done,Influencer,Recommender,Approver,,,,I'm a Seller,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,"<$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Pennsylvania,25-29,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,Influencer,,Approver,Purchaser,Check Writer,,I'm a Seller,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,SaaS,,,CSS,PHP,,,SQL,,,,,,,Windows 7,I enjoy going to work,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,California,40-50,11,Software Products,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,,,,,,SQL,,,C,Perl,,,Mac OS X,I enjoy going to work,">$140,000",,,Blackberry,,,,,Blu-Ray,,,,,,,,,,"$501-$1,000",Stack Overflow
Russia,,30-34,11,Foundation / Non-Profit,Start Up (1-25),Server Programmer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,,,,,Python,,,,C++,C,Perl,,Maple bash,Linux,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,,PC notebook,">$3,000",Stack Overflow
United States of America,California,35-39,11,Web Services,Mature Small Business (25-100),Systems Analyst,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,Consultants,,,,,,,,,Don't know,SaaS,,JavaScript,,PHP,,,SQL,,,C,Perl,,,Linux,I enjoy going to work,">$140,000",,,,,Regular Mobile Phone,Kindle,,,HDTV,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Massachusetts,20-24,41435,Gaming,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,Python,,,,C++,C,,,,Windows 7,,,,,,,,,,,,,,,,,,,,,
Italy,,20-24,41435,Manufacturing,"Other (not working, consultant, etc.)",Student,It's been known to happen,Influencer,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,,,,,,,,C#,C++,C,,,,Linux,I enjoy going to work,Student / Unemployed,,Android,,,,,,Blu-Ray,,,,,,,,,,"$501-$1,000",Stack Overflow
Canada,,20-24,<2,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,JavaScript,,PHP,,,SQL,,C++,C,Perl,,,Linux,It pays the bills,"$40,000 - $60,000",,Android,,,,,,,,,,Other netbook,,,,,,<$100,Other
Other Asia,,25-29,41310,Finance / Banking,Mature Small Business (25-100),Server Programmer,Not in a million years,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,,C#,,C,,,,Windows 7,It pays the bills,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Ohio,30-34,41435,Consulting,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,Recommender,Approver,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,"$10,001 - $25,000",,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$40,000 - $60,000",,Android,,,,,,,HDTV,,,,PS3,Xbox,Wii,Other gaming system,iPod Touch,"$501-$1,000",Stack Overflow
United States of America,Illinois,40-50,11,Finance / Banking,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,,Purchaser,,,,,,Software,,Consultants,,,,"$25,001 - $40,000",,,,,,Enterprise,Java,,,,,,SQL,C#,,,,,,Windows XP,I enjoy going to work,"$120,000 - $140,000",,,,,,Kindle,,,HDTV,,,Other netbook,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,Texas,30-34,41435,Education,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,,HDTV,,,,,,,,,"$501-$1,000",Stack Overflow
United States of America,Nebraska,20-24,41310,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,,JavaScript,,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$40,000 - $60,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
United States of America,Ohio,20-24,<2,Other,Student,Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,Xbox,Wii,Other gaming system,,$251-$500,None
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Massachusetts,20-24,41310,Education,Student,Student,Not in a million years,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,Python,,,,,,,,,Linux,I'm not happy in my job,Student / Unemployed,iPhone,,,,,Kindle,,Blu-Ray,HDTV,,,,PS3,,,,,$251-$500,Stack Overflow
Middle East,,35-39,11,Consulting,"Other (not working, consultant, etc.)",Other,I run this place,,,Approver,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,,,,,,,,,C++,C,,,,Windows XP,I enjoy going to work,,,,,,,,,,,,,,,,,,,<$100,Stack Overflow
Africa,,30-34,11,Software Products,Mid Sized (100-999),IT Staff / System Administrator,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,">$150,000",,SaaS,,,,,Python,,,,,,,,,Linux,So happy it hurts,"$40,000 - $60,000",,Android,,,,,,,HDTV,,,,,,,,HTPC,"$2,001-$3,000",Server Fault
Italy,,35-39,11,Education,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,,Recommender,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,Java,JavaScript,,,Python,,,,C++,C,Perl,,,Linux,It pays the bills,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,,Other netbook,,,,,,<$100,Stack Overflow
Other Europe,,25-29,41310,Other,"Fortune 1000 (1,000+)",Server Programmer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,,,C++,C,,,,Windows Vista,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,,,,,,,,Wii,,,$100-$250,Stack Overflow
Other Europe,,35-39,11,Software Products,Mature Small Business (25-100),Desktop Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,,,,,,,,,,,,Visual Dataflex,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,,Other Smart Phone,,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Illinois,20-24,41310,Education,Mid Sized (100-999),Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,Windows Vista,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,Wii,,,$100-$250,Stack Overflow
South America,,25-29,41310,Web Services,Start Up (1-25),IT Manager,Unless it's stoopid it gets done,,,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,"$100,001 - $150,000",,,SaaS,Java,JavaScript,,PHP,,,,,,C,,,,Linux,I enjoy going to work,"$40,000 - $60,000",,,Blackberry,,,,,,,,,Other netbook,,,,,macbook pro,">$3,000",Stack Overflow
United Kingdom,,25-29,11,Finance / Banking,Mid Sized (100-999),IT Staff / System Administrator,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,Blu-Ray,HDTV,AppleTV,iPad,,PS3,,Wii,,,">$3,000",Server Fault
